ID	DOCULECT	CONCEPT	IPA	SEGMENTS	ALIGNMENT	COGID
2489	Tatsugo	NOSE_MORPHEME1	h a n a	h a n a	h a n a	58
2490	Uechi	NOSE_MORPHEME1	p a n a	p a n a	p a n a	58
2491	Uegusuku	NOSE_MORPHEME1	h a n a	h a n a	h a n a	58
2492	Wadomari	NOSE_MORPHEME1	h a n a	h a n a	h a n a	58
2493	Wan	NOSE_MORPHEME1	h a n a	h a n a	h a n a	58
2494	Yadon	NOSE_MORPHEME1	h a n a	h a n a	h a n a	58
2495	Yonaguni	NOSE_MORPHEME1	h a n a	h a n a	h a n a	58
2496	Yoro	NOSE_MORPHEME1	h a n a	h a n a	h a n a	58
2497	Yuwan	NOSE_MORPHEME1	h a n a	h a n a	h a n a	58
2498	Yonaguni	NOSE_MORPHEME2	b u r u	b u r u	b u r u	59
2499	Chabana	PADDY_MORPHEME1	t aː	t aː	t aː	60
2500	Hateruma	PADDY_MORPHEME1	t a	t a	t a	60
2501	Hentona	PADDY_MORPHEME1	t aː	t aː	t aː	60
2502	Hirara	PADDY_MORPHEME1	t aː	t aː	t aː	60
2503	Ie	PADDY_MORPHEME1	t aː	t aː	t aː	60
2504	Iheya	PADDY_MORPHEME1	t aː	t aː	t aː	60
2505	Ikema	PADDY_MORPHEME1	t aː	t aː	t aː	60
2506	Isen	PADDY_MORPHEME1	t aː	t aː	t aː	60
2507	Ishigaki	PADDY_MORPHEME1	t aː	t aː	t aː	60
2508	Ishikawa	PADDY_MORPHEME1	t aː	t aː	t aː	60
2509	Itoman	PADDY_MORPHEME1	t aː	t aː	t aː	60
2510	Izena	PADDY_MORPHEME1	t aː	t aː	t aː	60
2511	Kagoshima	PADDY_MORPHEME1	t a	t a	t a	60
2512	Kametsu	PADDY_MORPHEME1	t aː	t aː	t aː	60
2513	Koniya	PADDY_MORPHEME1	t aː	t aː	t aː	60
2514	Kudaka	PADDY_MORPHEME1	ɬ aː	ɬ aː	ɬ aː	60
2515	Kuji-Oohama	PADDY_MORPHEME1	t aː	t aː	t aː	60
2516	Kuroshima	PADDY_MORPHEME1	t aː	t aː	t aː	60
2517	Kushi	PADDY_MORPHEME1	t aː	t aː	t aː	60
2518	Kyoto	PADDY_MORPHEME1	t aː	t aː	t aː	60
2519	Matsubara	PADDY_MORPHEME1	t aː	t aː	t aː	60
2520	Nago	PADDY_MORPHEME1	t aː	t aː	t aː	60
2521	Naze	PADDY_MORPHEME1	t a	t a	t a	60
2522	Ohama	PADDY_MORPHEME1	t aː	t aː	t aː	60
2523	Ongachi	PADDY_MORPHEME1	t aː	t aː	t aː	60
2524	Ou	PADDY_MORPHEME1	t aː	t aː	t aː	60
2525	Oura	PADDY_MORPHEME1	t aː	t aː	t aː	60
2526	Sakimotobu	PADDY_MORPHEME1	t aː	t aː	t aː	60
2527	San	PADDY_MORPHEME1	t aː	t aː	t aː	60
2528	Sani	PADDY_MORPHEME1	t a	t a	t a	60
2529	Serikaku	PADDY_MORPHEME1	t aː	t aː	t aː	60
2530	Shitooke	PADDY_MORPHEME1	t aː	t aː	t aː	60
2531	Shuri	PADDY_MORPHEME1	t aː	t aː	t aː	60
2532	Sonai	PADDY_MORPHEME1	t aː	t aː	t aː	60
2533	Taketomi	PADDY_MORPHEME1	t aː	t aː	t aː	60
2534	Tarama	PADDY_MORPHEME1	t aː	t aː	t aː	60
2535	Tatsugo	PADDY_MORPHEME1	t aː	t aː	t aː	60
2536	Uechi	PADDY_MORPHEME1	t aː	t aː	t aː	60
2537	Yadon	PADDY_MORPHEME1	t aː	t aː	t aː	60
2538	Yonaguni	PADDY_MORPHEME1	t aː	t aː	t aː	60
2539	Yoro	PADDY_MORPHEME1	t aː	t aː	t aː	60
2540	Yuwan	PADDY_MORPHEME1	t aː	t aː	t aː	60
2541	Chabana	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2542	Hateruma	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2543	Hentona	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2544	Hirara	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2545	Ie	PARENT_MORPHEME1	ʔ u j aː	ʔ u j aː	ʔ u j aː	61
2546	Iheya	PARENT_MORPHEME1	ʔ u j aː	ʔ u j aː	ʔ u j aː	61
2547	Ikema	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2548	Isen	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2549	Ishigaki	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2550	Ishikawa	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2551	Itoman	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2552	Izena	PARENT_MORPHEME1	ʔ u j aː	ʔ u j aː	ʔ u j aː	61
2553	Kagoshima	PARENT_MORPHEME1	o j a	o j a	- o j a	61
2554	Kametsu	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2555	Keraji	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2556	Koniya	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2557	Kudaka	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2558	Kuji-Oohama	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2559	Kuroshima	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2560	Kushi	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2561	Kyoto	PARENT_MORPHEME1	o j a	o j a	- o j a	61
2562	Matsubara	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2563	Mugiya	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2564	Nago	PARENT_MORPHEME1	ʔ u j aː	ʔ u j aː	ʔ u j aː	61
2565	Naze	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2566	Ohama	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2567	Ongachi	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2568	Ou	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2569	Oura	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2570	Ritchou	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2571	Sakimotobu	PARENT_MORPHEME1	ʔ u j aː	ʔ u j aː	ʔ u j aː	61
2572	San	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2573	Sani	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2574	Sena	PARENT_MORPHEME1	ʔ u j aː	ʔ u j aː	ʔ u j aː	61
2575	Serikaku	PARENT_MORPHEME1	ʔ u j aː	ʔ u j aː	ʔ u j aː	61
2576	Shiomichi	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2577	Shitooke	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2578	Shuri	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2579	Sonai	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2580	Taketomi	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2581	Tatsugo	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2582	Uechi	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2583	Uegusuku	PARENT_MORPHEME1	ʔ u j aː	ʔ u j aː	ʔ u j aː	61
2584	Wadomari	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2585	Wan	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2586	Yadon	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2587	Yonaguni	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2588	Yoro	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2589	Yuwan	PARENT_MORPHEME1	ʔ u j a	ʔ u j a	ʔ u j a	61
2590	Hateruma	PERSON_MORPHEME	d u m u	d u m u	d u m - - u	62
2591	Hirara	PERSON_MORPHEME	d u m	d u m	d u m - - -	62
2592	Ikema	PERSON_MORPHEME	d u ɴ	d u ɴ	d u ɴ - - -	62
2593	Ishigaki	PERSON_MORPHEME	d u ɴ	d u ɴ	d u ɴ - - -	62
2594	Kuroshima	PERSON_MORPHEME	d u m u n u	d u m u n u	d u m u n u	62
2595	Ohama	PERSON_MORPHEME	d u ɴ	d u ɴ	d u ɴ - - -	62
2596	Oura	PERSON_MORPHEME	d u m	d u m	d u m - - -	62
2597	Sonai	PERSON_MORPHEME	d u ɴ	d u ɴ	d u ɴ - - -	62
2598	Taketomi	PERSON_MORPHEME	d o ː̃	d o ː̃	d o ː̃ - - -	62
2599	Tarama	PERSON_MORPHEME	d u m	d u m	d u m - - -	62
2600	Uechi	PERSON_MORPHEME	d u m	d u m	d u m - - -	62
2601	Yonaguni	PERSON_MORPHEME	n u ŋ a	n u ŋ a	n u ŋ a	63
2602	Chabana	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2603	Hateruma	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2604	Hentona	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2605	Hirara	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2606	Ie	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2607	Iheya	POT_MORPHEME1	n aː b iː	n aː b iː	n aː b iː	64
2608	Ikema	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2609	Isen	POT_MORPHEME1	n aː b ɨ	n aː b ɨ	n aː b ɨ	64
2610	Ishigaki	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2611	Ishikawa	POT_MORPHEME1	n aː b i	n aː b i	n aː b i	64
2612	Itoman	POT_MORPHEME1	n aː b i	n aː b i	n aː b i	64
2613	Izena	POT_MORPHEME1	n aː w i	n aː w i	n aː w i	64
2614	Kagoshima	POT_MORPHEME1	n a b e	n a b e	n a b e	64
2615	Kametsu	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2616	Keraji	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2617	Koniya	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2618	Kudaka	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2619	Kuji-Oohama	POT_MORPHEME1	n a b ɘ	n a b ɘ	n a b ɘ	64
2620	Kuroshima	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2621	Kushi	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2622	Kyoto	POT_MORPHEME1	n a b e	n a b e	n a b e	64
2623	Matsubara	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2624	Mugiya	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2625	Nago	POT_MORPHEME1	n a i	n a i	n a - i	64
2626	Naze	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2627	Ohama	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2628	Ongachi	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2629	Ou	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2630	Oura	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2631	Ritchou	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2632	Sakimotobu	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2633	San	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2634	Sani	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2635	Sena	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2636	Serikaku	POT_MORPHEME1	n a b iː	n a b iː	n a b iː	64
2637	Shiomichi	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2638	Shitooke	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2639	Shuri	POT_MORPHEME1	n aː b i	n aː b i	n aː b i	64
2640	Sonai	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2641	Taketomi	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2642	Tarama	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2643	Tatsugo	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2644	Uechi	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2645	Uegusuku	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2646	Wadomari	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2647	Wan	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2648	Yadon	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2649	Yonaguni	POT_MORPHEME1	n a b i	n a b i	n a b i	64
2650	Yoro	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2651	Yuwan	POT_MORPHEME1	n a b ɨ	n a b ɨ	n a b ɨ	64
2652	Chabana	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2653	Hateruma	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2654	Hentona	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2655	Hirara	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2656	Ie	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2657	Ikema	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2658	Ishigaki	RABBIT_MORPHEME1	ʔ u s a ɡ ɨ	ʔ u s a ɡ ɨ	ʔ u s a - ɡ ɨ	65
2659	Ishigaki	RABBIT_MORPHEME1	ʔ u ʃ a ŋ ɡ ɨ	ʔ u ʃ a ŋ ɡ ɨ	ʔ u ʃ a ŋ ɡ ɨ	65
2660	Kagoshima	RABBIT_MORPHEME1	u s a ʔ	u s a ʔ	- u s a ʔ - -	65
2661	Kametsu	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2662	Keraji	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2663	Koniya	RABBIT_MORPHEME1	ʔ u s a k	ʔ u s a k	ʔ u s a - k -	65
2664	Kuroshima	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2665	Kyoto	RABBIT_MORPHEME1	u s a ŋ i	u s a ŋ i	- u s a ŋ - i	65
2666	Mugiya	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2667	Naze	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2668	Ohama	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2669	Ou	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2670	Ou	RABBIT_MORPHEME1	ʔ u s a ʤ i	ʔ u s a ʤ i	ʔ u s a - ʤ i	65
2671	Oura	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2672	Ritchou	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2673	Sena	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2674	Serikaku	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2675	Shiomichi	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2676	Shitooke	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2677	Shuri	RABBIT_MORPHEME1	ʔ u s a ʤ i	ʔ u s a ʤ i	ʔ u s a - ʤ i	65
2678	Sonai	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2679	Taketomi	RABBIT_MORPHEME1	ʔ u s a ŋ ɡ i	ʔ u s a ŋ ɡ i	ʔ u s a ŋ ɡ i	65
2680	Tarama	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2681	Uechi	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2682	Uegusuku	RABBIT_MORPHEME1	ʔ u s a ɡ iː	ʔ u s a ɡ iː	ʔ u s a - ɡ iː	65
2683	Wadomari	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2684	Wan	RABBIT_MORPHEME1	ʔ u s a ɡ i	ʔ u s a ɡ i	ʔ u s a - ɡ i	65
2685	Yonaguni	RABBIT_MORPHEME1	ʔ u s a ŋ ɡ i	ʔ u s a ŋ ɡ i	ʔ u s a ŋ ɡ i	65
2686	Chabana	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2687	Hateruma	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2688	Hentona	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2689	Hirara	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2690	Ie	RAIN_MORPHEME1	ʔ a m iː	ʔ a m iː	ʔ a m iː	66
2691	Iheya	RAIN_MORPHEME1	ʔ a m iː	ʔ a m iː	ʔ a m iː	66
2692	Ikema	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2693	Isen	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2694	Ishigaki	RAIN_MORPHEME1	ʔ aː m i	ʔ aː m i	ʔ aː m i	66
2695	Ishikawa	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2696	Itoman	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2697	Izena	RAIN_MORPHEME1	ʔ a m iː	ʔ a m iː	ʔ a m iː	66
2698	Kagoshima	RAIN_MORPHEME1	a m e	a m e	- a m e	66
2699	Kametsu	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2700	Keraji	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2701	Koniya	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2702	Kudaka	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2703	Kuji-Oohama	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2704	Kuroshima	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2705	Kushi	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2706	Kyoto	RAIN_MORPHEME1	a m e	a m e	- a m e	66
2707	Matsubara	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2708	Mugiya	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2709	Nago	RAIN_MORPHEME1	ʔ a m iː	ʔ a m iː	ʔ a m iː	66
2710	Naze	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2711	Ohama	RAIN_MORPHEME1	ʔ aː m i	ʔ aː m i	ʔ aː m i	66
2712	Ongachi	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2713	Ou	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2714	Oura	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2715	Ritchou	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2716	Sakimotobu	RAIN_MORPHEME1	ʔ a m iː	ʔ a m iː	ʔ a m iː	66
2717	San	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2718	Sani	RAIN_MORPHEME1	ʔ a w̃ ï̃	ʔ a w̃ ï̃	ʔ a w̃ ï̃	66
2719	Sena	RAIN_MORPHEME1	ʔ a m iː	ʔ a m iː	ʔ a m iː	66
2720	Serikaku	RAIN_MORPHEME1	ʔ a m iː	ʔ a m iː	ʔ a m iː	66
2721	Shiomichi	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2722	Shitooke	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2723	Shuri	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2724	Sonai	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2725	Taketomi	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2726	Tarama	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2727	Tatsugo	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2728	Uechi	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2729	Uegusuku	RAIN_MORPHEME1	ʔ a m iː	ʔ a m iː	ʔ a m iː	66
2730	Wadomari	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2731	Wan	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2732	Yadon	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2733	Yonaguni	RAIN_MORPHEME1	ʔ a m i	ʔ a m i	ʔ a m i	66
2734	Yoro	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2735	Yuwan	RAIN_MORPHEME1	ʔ a m ɨ	ʔ a m ɨ	ʔ a m ɨ	66
2736	Hirara	REDUPLICATION	a k a	a k a	a k a	67
2737	Ikema	REDUPLICATION	a k a	a k a	a k a	67
2738	Chabana	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2739	Hateruma	RED_MORPHEME1	ʔ a ɡ a	ʔ a ɡ a	ʔ a ɡ a	68
2740	Hentona	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2741	Hirara	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2742	Ie	RED_MORPHEME1	ʔ a h a	ʔ a h a	ʔ a h a	68
2743	Ie	RED_MORPHEME1	ʔ a h a	ʔ a h a	ʔ a h a	68
2744	Ikema	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2745	Ikema	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2746	Isen	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2747	Ishigaki	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2748	Ishikawa	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2749	Itoman	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2750	Kagoshima	RED_MORPHEME1	a k a	a k a	- a k a	68
2751	Kagoshima	RED_MORPHEME1	a k e	a k e	- a k e	68
2752	Kametsu	RED_MORPHEME1	ʔ a	ʔ a	ʔ a - -	68
2753	Kametsu	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2754	Keraji	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2755	Koniya	RED_MORPHEME1	ʔ a h a	ʔ a h a	ʔ a h a	68
2756	Kudaka	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2757	Kuji-Oohama	RED_MORPHEME1	ʔ a x a	ʔ a x a	ʔ a x a	68
2758	Kuroshima	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2759	Kushi	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2760	Kyoto	RED_MORPHEME1	a k a	a k a	- a k a	68
2761	Matsubara	RED_MORPHEME1	h aː	h aː	h aː - -	68
2762	Mugiya	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2763	Nago	RED_MORPHEME1	ʔ a k aː	ʔ a k aː	ʔ a k aː	68
2764	Naze	RED_MORPHEME1	h aː	h aː	h aː - -	68
2765	Naze	RED_MORPHEME1	h aː	h aː	h aː - -	68
2766	Ohama	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2767	Ongachi	RED_MORPHEME1	h aː	h aː	h aː - -	68
2768	Ou	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2769	Oura	RED_MORPHEME1	h aː	h aː	h aː - -	68
2770	Ritchou	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2771	Sakimotobu	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2772	San	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2773	Sani	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2774	Sena	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2775	Serikaku	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2776	Shiomichi	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2777	Shitooke	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2778	Shuri	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2779	Sonai	RED_MORPHEME1	ʔ a h a	ʔ a h a	ʔ a h a	68
2780	Taketomi	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2781	Tarama	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2782	Tatsugo	RED_MORPHEME1	h aː	h aː	h aː - -	68
2783	Uechi	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	68
2784	Uegusuku	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2785	Wadomari	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2786	Wan	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2787	Yadon	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2788	Yonaguni	RED_MORPHEME1	ʔ a ɡ a	ʔ a ɡ a	ʔ a ɡ a	68
2789	Yoro	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2790	Yuwan	RED_MORPHEME1	ʔ aː	ʔ aː	ʔ aː - -	68
2791	Ikema	RED_MORPHEME1	ʔ a k a	ʔ a k a	ʔ a k a	69
2792	Oura	RED_MORPHEME1	h aː	h aː	h aː - -	69
